State,City,2010 POP,Median 2010,2011 POP,Median 2011,2012 POP,Median 2012,2013 POP,Median 2013,2014 POP,Median 2014,2015 POP,Median 2015,2016 POP,Median 2016,2017 POP,Median 2017,Brewery Name,Country,Year Established,Still in Business?,Closed?
Virginia,Danville,42918,61406,42642,63302,42705,63636,42632,63907,42242,64792,41910,65015,41643,66149,41130,68766,"2 Witches Winery and Brewing Company, Inc.",UNITED STATES,2012,Y,N
Virginia,Danville,42918,61406,42642,63302,42705,63636,42632,63907,42242,64792,41910,65015,41643,66149,41130,68766,"2 Witches Winery and Brewing Company, Inc.",UNITED STATES,2012,Y,N
Virginia,Falls Church,12442,61406,12715,63302,13125,63636,13416,63907,13465,64792,13881,65015,13868,66149,14583,68766,Mad Fox Brewing Company,UNITED STATES,2010,Y,N
Virginia,Falls Church,12442,61406,12715,63302,13125,63636,13416,63907,13465,64792,13881,65015,13868,66149,14583,68766,Mad Fox Brewing Company,UNITED STATES,2010,Y,N
Virginia,Falls Church,12442,61406,12715,63302,13125,63636,13416,63907,13465,64792,13881,65015,13868,66149,14583,68766,Mad Fox Brewing Company,UNITED STATES,2010,Y,N
Virginia,Fredericksburg,24363,61406,25761,63302,27186,63636,27833,63907,28227,64792,27985,65015,28271,66149,28360,68766,Adventure Brewing Company,UNITED STATES,2013,Y,N
Virginia,Fredericksburg,24363,61406,25761,63302,27186,63636,27833,63907,28227,64792,27985,65015,28271,66149,28360,68766,Adventure Brewing Company,UNITED STATES,2013,Y,N
Virginia,Fredericksburg,24363,61406,25761,63302,27186,63636,27833,63907,28227,64792,27985,65015,28271,66149,28360,68766,Adventure Brewing Company,UNITED STATES,2013,Y,N
Virginia,Fredericksburg,24363,61406,25761,63302,27186,63636,27833,63907,28227,64792,27985,65015,28271,66149,28360,68766,Adventure Brewing Company,UNITED STATES,2013,Y,N
Virginia,Fredericksburg,24363,61406,25761,63302,27186,63636,27833,63907,28227,64792,27985,65015,28271,66149,28360,68766,Adventure Brewing Company,UNITED STATES,2013,Y,N
Virginia,Fredericksburg,24363,61406,25761,63302,27186,63636,27833,63907,28227,64792,27985,65015,28271,66149,28360,68766,Adventure Brewing Company,UNITED STATES,2013,Y,N
Virginia,Front Royal,14448,61406,14480,63302,14565,63636,14818,63907,15025,64792,14985,65015,15057,66149,15239,68766,Front Royal Brewing Co.,UNITED STATES,2017,Y,N
Virginia,Front Royal,14448,61406,14480,63302,14565,63636,14818,63907,15025,64792,14985,65015,15057,66149,15239,68766,Front Royal Brewing Co.,UNITED STATES,2017,Y,N
Virginia,Norfolk,243027,61406,243725,63302,246160,63636,245601,63907,246574,64792,246352,65015,245532,66149,244703,68766,O'Connor Brewing Company,UNITED STATES,2010,Y,N
Virginia,Norfolk,243027,61406,243725,63302,246160,63636,245601,63907,246574,64792,246352,65015,245532,66149,244703,68766,The Bold Mariner Brewing Company,UNITED STATES,2015,Y,N
Virginia,Norfolk,243027,61406,243725,63302,246160,63636,245601,63907,246574,64792,246352,65015,245532,66149,244703,68766,The Bold Mariner Brewing Company,UNITED STATES,2015,Y,N
Virginia,Norfolk,243027,61406,243725,63302,246160,63636,245601,63907,246574,64792,246352,65015,245532,66149,244703,68766,O'Connor Brewing Company,UNITED STATES,2010,Y,N
Virginia,Norfolk,243027,61406,243725,63302,246160,63636,245601,63907,246574,64792,246352,65015,245532,66149,244703,68766,The Bold Mariner Brewing Company,UNITED STATES,2015,Y,N
Virginia,Norfolk,243027,61406,243725,63302,246160,63636,245601,63907,246574,64792,246352,65015,245532,66149,244703,68766,The Bold Mariner Brewing Company,UNITED STATES,2015,Y,N
Virginia,Norfolk,243027,61406,243725,63302,246160,63636,245601,63907,246574,64792,246352,65015,245532,66149,244703,68766,O'Connor Brewing Company,UNITED STATES,2010,Y,N
Virginia,Norfolk,243027,61406,243725,63302,246160,63636,245601,63907,246574,64792,246352,65015,245532,66149,244703,68766,The Bold Mariner Brewing Company,UNITED STATES,2015,Y,N
Virginia,Norfolk,243027,61406,243725,63302,246160,63636,245601,63907,246574,64792,246352,65015,245532,66149,244703,68766,The Bold Mariner Brewing Company,UNITED STATES,2015,Y,N
Virginia,Richmond,204241,61406,206410,63302,210842,63636,214012,63907,217185,64792,220943,65015,225288,66149,227032,68766,Blue Bee Cider,UNITED STATES,2012,Y,N
Virginia,Richmond,204241,61406,206410,63302,210842,63636,214012,63907,217185,64792,220943,65015,225288,66149,227032,68766,VÃ¤sen Brewing Company,UNITED STATES,2017,Y,N
Virginia,Richmond,204241,61406,206410,63302,210842,63636,214012,63907,217185,64792,220943,65015,225288,66149,227032,68766,Blue Bee Cider,UNITED STATES,2012,Y,N
Virginia,Richmond,204241,61406,206410,63302,210842,63636,214012,63907,217185,64792,220943,65015,225288,66149,227032,68766,VÃ¤sen Brewing Company,UNITED STATES,2017,Y,N
Virginia,Richmond,204241,61406,206410,63302,210842,63636,214012,63907,217185,64792,220943,65015,225288,66149,227032,68766,Blue Bee Cider,UNITED STATES,2012,Y,N
Virginia,Richmond,204241,61406,206410,63302,210842,63636,214012,63907,217185,64792,220943,65015,225288,66149,227032,68766,VÃ¤sen Brewing Company,UNITED STATES,2017,Y,N
Virginia,Salem,24878,61406,25009,63302,25157,63636,25310,63907,25435,64792,25449,65015,25547,66149,25862,68766,Ober Brewing Company,UNITED STATES,2017,Y,N
Virginia,Salem,24878,61406,25009,63302,25157,63636,25310,63907,25435,64792,25449,65015,25547,66149,25862,68766,Olde Salem Brewing Company,UNITED STATES,2017,Y,N
Virginia,Salem,24878,61406,25009,63302,25157,63636,25310,63907,25435,64792,25449,65015,25547,66149,25862,68766,Ober Brewing Company,UNITED STATES,2017,Y,N
Virginia,Salem,24878,61406,25009,63302,25157,63636,25310,63907,25435,64792,25449,65015,25547,66149,25862,68766,Olde Salem Brewing Company,UNITED STATES,2017,Y,N
Virginia,Salem,24878,61406,25009,63302,25157,63636,25310,63907,25435,64792,25449,65015,25547,66149,25862,68766,Ober Brewing Company,UNITED STATES,2017,Y,N
Virginia,Salem,24878,61406,25009,63302,25157,63636,25310,63907,25435,64792,25449,65015,25547,66149,25862,68766,Olde Salem Brewing Company,UNITED STATES,2017,Y,N
Virginia,Virginia Beach,438921,61406,442868,63302,445286,63636,448226,63907,449355,64792,450864,65015,451404,66149,450435,68766,Back Bay Brewing,UNITED STATES,2011,Y,N
Virginia,Virginia Beach,438921,61406,442868,63302,445286,63636,448226,63907,449355,64792,450864,65015,451404,66149,450435,68766,Commonwealth Brewing Co.,UNITED STATES,2015,Y,N
Virginia,Virginia Beach,438921,61406,442868,63302,445286,63636,448226,63907,449355,64792,450864,65015,451404,66149,450435,68766,Back Bay Brewing,UNITED STATES,2011,Y,N
Virginia,Virginia Beach,438921,61406,442868,63302,445286,63636,448226,63907,449355,64792,450864,65015,451404,66149,450435,68766,Commonwealth Brewing Co.,UNITED STATES,2015,Y,N
Virginia,Virginia Beach,438921,61406,442868,63302,445286,63636,448226,63907,449355,64792,450864,65015,451404,66149,450435,68766,Back Bay Brewing,UNITED STATES,2011,Y,N
Virginia,Virginia Beach,438921,61406,442868,63302,445286,63636,448226,63907,449355,64792,450864,65015,451404,66149,450435,68766,Commonwealth Brewing Co.,UNITED STATES,2015,Y,N
Washington,Bainbridge Island,23061,57244,23161,58890,23176,59374,23027,59478,23135,60294,23611,61062,24150,62848,24522,66174,Bainbridge Island Brewing Company,UNITED STATES,2012,Y,N
Washington,Bainbridge Island,23061,57244,23161,58890,23176,59374,23027,59478,23135,60294,23611,61062,24150,62848,24522,66174,Bainbridge Island Brewing Company,UNITED STATES,2012,Y,N
Washington,Bellingham,81334,57244,81883,58890,82347,59374,82669,59478,83401,60294,84976,61062,86926,62848,89045,66174,Aslan Brewing Company,UNITED STATES,2012,Y,N
Washington,Bellingham,81334,57244,81883,58890,82347,59374,82669,59478,83401,60294,84976,61062,86926,62848,89045,66174,Illuminati Brewing Company,UNITED STATES,2015,Y,N
Washington,Bellingham,81334,57244,81883,58890,82347,59374,82669,59478,83401,60294,84976,61062,86926,62848,89045,66174,Aslan Brewing Company,UNITED STATES,2012,Y,N
Washington,Bellingham,81334,57244,81883,58890,82347,59374,82669,59478,83401,60294,84976,61062,86926,62848,89045,66174,Illuminati Brewing Company,UNITED STATES,2015,Y,N
Washington,Blaine,4715,57244,4787,58890,4829,59374,4901,59478,4969,60294,5034,61062,5137,62848,5311,66174,Atwood Ales Farm Brewery,UNITED STATES,2016,Y,N
Washington,Blaine,4715,57244,4787,58890,4829,59374,4901,59478,4969,60294,5034,61062,5137,62848,5311,66174,Atwood Ales Farm Brewery,UNITED STATES,2016,Y,N
Washington,Kenmore,20551,57244,20969,58890,21307,59374,21646,59478,21859,60294,22030,61062,22407,62848,22867,66174,192 Brewing Company,UNITED STATES,2009,Y,N
Washington,Kenmore,20551,57244,20969,58890,21307,59374,21646,59478,21859,60294,22030,61062,22407,62848,22867,66174,192 Brewing Company,UNITED STATES,2009,Y,N
Washington,Lake Stevens,28253,57244,28614,58890,29022,59374,29834,59478,30161,60294,30727,61062,31584,62848,32785,66174,BrewBakers Brewery,UNITED STATES,2014,Y,N
Washington,Lake Stevens,28253,57244,28614,58890,29022,59374,29834,59478,30161,60294,30727,61062,31584,62848,32785,66174,BrewBakers Brewery,UNITED STATES,2014,Y,N
Washington,Leavenworth,1970,57244,1974,58890,1976,59374,1978,59478,1960,60294,1976,61062,1982,62848,1995,66174,Icicle Brewing Company,UNITED STATES,2010,Y,N
Washington,Leavenworth,1970,57244,1974,58890,1976,59374,1978,59478,1960,60294,1976,61062,1982,62848,1995,66174,Icicle Brewing Company,UNITED STATES,2010,Y,N
Washington,Marysville,60180,57244,61217,58890,62283,59374,63154,59478,64904,60294,66532,61062,67565,62848,68864,66174,Whitewall Brewing Company,UNITED STATES,2014,Y,N
Washington,Marysville,60180,57244,61217,58890,62283,59374,63154,59478,64904,60294,66532,61062,67565,62848,68864,66174,Whitewall Brewing Company,UNITED STATES,2014,Y,N
Washington,Moses Lake,20506,57244,20874,58890,21070,59374,21201,59478,21524,60294,21782,61062,22356,62848,23328,66174,St. Brigid's Brewery,UNITED STATES,2011,Y,N
Washington,Moses Lake,20506,57244,20874,58890,21070,59374,21201,59478,21524,60294,21782,61062,22356,62848,23328,66174,St. Brigid's Brewery,UNITED STATES,2011,Y,N
Washington,Seattle,610333,57244,622532,58890,635974,59374,654176,59478,669641,60294,685447,61062,707255,62848,724745,66174,Lowercase Brewing,UNITED STATES,2013,Y,N
Washington,Seattle,610333,57244,622532,58890,635974,59374,654176,59478,669641,60294,685447,61062,707255,62848,724745,66174,Lowercase Brewing,UNITED STATES,2013,Y,N
Washington,Seattle,610333,57244,622532,58890,635974,59374,654176,59478,669641,60294,685447,61062,707255,62848,724745,66174,Stoup Brewing,UNITED STATES,2013,Y,N
Washington,Seattle,610333,57244,622532,58890,635974,59374,654176,59478,669641,60294,685447,61062,707255,62848,724745,66174,Figurehead Brewing,UNITED STATES,2016,Y,N
Washington,Seattle,610333,57244,622532,58890,635974,59374,654176,59478,669641,60294,685447,61062,707255,62848,724745,66174,Optimism,UNITED STATES,2015,Y,N
Washington,Seattle,610333,57244,622532,58890,635974,59374,654176,59478,669641,60294,685447,61062,707255,62848,724745,66174,Lowercase Brewing,UNITED STATES,2013,Y,N
Washington,Seattle,610333,57244,622532,58890,635974,59374,654176,59478,669641,60294,685447,61062,707255,62848,724745,66174,Lowercase Brewing,UNITED STATES,2013,Y,N
Washington,Seattle,610333,57244,622532,58890,635974,59374,654176,59478,669641,60294,685447,61062,707255,62848,724745,66174,Stoup Brewing,UNITED STATES,2013,Y,N
Washington,Seattle,610333,57244,622532,58890,635974,59374,654176,59478,669641,60294,685447,61062,707255,62848,724745,66174,Figurehead Brewing,UNITED STATES,2016,Y,N
Washington,Seattle,610333,57244,622532,58890,635974,59374,654176,59478,669641,60294,685447,61062,707255,62848,724745,66174,Optimism,UNITED STATES,2015,Y,N
Washington,Snohomish,9174,57244,9244,58890,9305,59374,9382,59478,9523,60294,9642,61062,9908,62848,10089,66174,Sound To Summit Brewing,UNITED STATES,2014,Y,N
Washington,Snohomish,9174,57244,9244,58890,9305,59374,9382,59478,9523,60294,9642,61062,9908,62848,10089,66174,Sound To Summit Brewing,UNITED STATES,2014,Y,N
Washington,Spokane,209488,57244,208902,58890,209259,59374,209763,59478,210610,60294,212243,61062,215114,62848,217108,66174,Four Eyed Guys Brewing,UNITED STATES,2016,Y,N
Washington,Spokane,209488,57244,208902,58890,209259,59374,209763,59478,210610,60294,212243,61062,215114,62848,217108,66174,The Grain Shed,UNITED STATES,2018,Y,N
Washington,Spokane,209488,57244,208902,58890,209259,59374,209763,59478,210610,60294,212243,61062,215114,62848,217108,66174,Whistle Punk,UNITED STATES,2017,Y,N
Washington,Spokane,209488,57244,208902,58890,209259,59374,209763,59478,210610,60294,212243,61062,215114,62848,217108,66174,Four Eyed Guys Brewing,UNITED STATES,2016,Y,N
Washington,Spokane,209488,57244,208902,58890,209259,59374,209763,59478,210610,60294,212243,61062,215114,62848,217108,66174,The Grain Shed,UNITED STATES,2018,Y,N
Washington,Spokane,209488,57244,208902,58890,209259,59374,209763,59478,210610,60294,212243,61062,215114,62848,217108,66174,Whistle Punk,UNITED STATES,2017,Y,N
Washington,Woodinville,10967,57244,11090,58890,11234,59374,11314,59478,11362,60294,11754,61062,11996,62848,11997,66174,Twelve Bar Brews,UNITED STATES,2012,N,Y
Washington,Woodinville,10967,57244,11090,58890,11234,59374,11314,59478,11362,60294,11754,61062,11996,62848,11997,66174,Dirty Bucket Brewing Company,UNITED STATES,2012,Y,N
Washington,Woodinville,10967,57244,11090,58890,11234,59374,11314,59478,11362,60294,11754,61062,11996,62848,11997,66174,Twelve Bar Brews,UNITED STATES,2012,N,Y
Washington,Woodinville,10967,57244,11090,58890,11234,59374,11314,59478,11362,60294,11754,61062,11996,62848,11997,66174,Dirty Bucket Brewing Company,UNITED STATES,2012,Y,N
West Virginia,Parkersburg,31262,38380,31196,39550,31051,40400,30946,41043,30842,41576,30694,41751,30375,42644,30096,44061,Parkersburg Brewing Co.,UNITED STATES,2015,Y,N
West Virginia,Parkersburg,31262,38380,31196,39550,31051,40400,30946,41043,30842,41576,30694,41751,30375,42644,30096,44061,Parkersburg Brewing Co.,UNITED STATES,2015,Y,N
Wisconsin,La Crosse,51375,51598,51219,52374,51956,52627,51866,52413,52125,52738,52008,53357,51836,54610,51834,56759,608 Brewing Company,UNITED STATES,2018,Y,N
Wisconsin,La Crosse,51375,51598,51219,52374,51956,52627,51866,52413,52125,52738,52008,53357,51836,54610,51834,56759,608 Brewing Company,UNITED STATES,2018,Y,N
Wisconsin,La Crosse,51375,51598,51219,52374,51956,52627,51866,52413,52125,52738,52008,53357,51836,54610,51834,56759,608 Brewing Company,UNITED STATES,2018,Y,N
Wisconsin,La Crosse,51375,51598,51219,52374,51956,52627,51866,52413,52125,52738,52008,53357,51836,54610,51834,56759,608 Brewing Company,UNITED STATES,2018,Y,N
Wisconsin,Oshkosh,66169,51598,66211,52374,66717,52627,66794,52413,66649,52738,66526,53357,66492,54610,66665,56759,Fifth Ward Brewing Company,UNITED STATES,2017,Y,N
Wisconsin,Oshkosh,66169,51598,66211,52374,66717,52627,66794,52413,66649,52738,66526,53357,66492,54610,66665,56759,Fifth Ward Brewing Company,UNITED STATES,2017,Y,N
Wisconsin,Oshkosh,66169,51598,66211,52374,66717,52627,66794,52413,66649,52738,66526,53357,66492,54610,66665,56759,Fifth Ward Brewing Company,UNITED STATES,2017,Y,N
Wisconsin,Oshkosh,66169,51598,66211,52374,66717,52627,66794,52413,66649,52738,66526,53357,66492,54610,66665,56759,Fifth Ward Brewing Company,UNITED STATES,2017,Y,N
Wisconsin,Oshkosh,2463,51598,2478,52374,2493,52627,2512,52413,2508,52738,2494,53357,2486,54610,2498,56759,Fifth Ward Brewing Company,UNITED STATES,2017,Y,N
Wisconsin,Wauwatosa,46461,51598,46516,52374,47089,52627,47228,52413,47232,52738,47685,53357,48082,54610,48277,56759,Big Head Brewing Company,UNITED STATES,2012,Y,N
Wisconsin,Wauwatosa,46461,51598,46516,52374,47089,52627,47228,52413,47232,52738,47685,53357,48082,54610,48277,56759,Big Head Brewing Company,UNITED STATES,2012,Y,N
Wisconsin,Wauwatosa,46461,51598,46516,52374,47089,52627,47228,52413,47232,52738,47685,53357,48082,54610,48277,56759,Big Head Brewing Company,UNITED STATES,2012,Y,N
Wisconsin,Wauwatosa,46461,51598,46516,52374,47089,52627,47228,52413,47232,52738,47685,53357,48082,54610,48277,56759,Big Head Brewing Company,UNITED STATES,2012,Y,N
Wyoming,Cheyenne,59884,53802,60299,56380,61555,56573,62245,57406,62440,58252,63026,58840,63601,59143,63624,60938,Accomplice Beer Company,UNITED STATES,2016,Y,N
Wyoming,Cheyenne,59884,53802,60299,56380,61555,56573,62245,57406,62440,58252,63026,58840,63601,59143,63624,60938,Accomplice Beer Company,UNITED STATES,2016,Y,N
Wyoming,Gillette,29947,53802,30392,56380,31378,56573,31637,57406,31820,58252,32611,58840,32290,59143,30560,60938,Gillette Brewing Company,UNITED STATES,2012,Y,N
Wyoming,Gillette,29947,53802,30392,56380,31378,56573,31637,57406,31820,58252,32611,58840,32290,59143,30560,60938,Gillette Brewing Company,UNITED STATES,2012,Y,N
Wyoming,Thermopolis,3007,53802,3006,56380,3021,56573,3021,57406,2992,58252,2945,58840,2916,59143,2930,60938,One Eyed Buffalo Brewing Co,UNITED STATES,2015,Y,N
Wyoming,Thermopolis,3007,53802,3006,56380,3021,56573,3021,57406,2992,58252,2945,58840,2916,59143,2930,60938,One Eyed Buffalo Brewing Co,UNITED STATES,2015,Y,N
